KB_REGN_NM,KB_REGN_NM,KB_REGN_NM,CMPX_IDF_ID,CMPX_IDF_NM,TOT_HSHL_CNT,NV세대수,NV_CMPX_NM,NV_CMPX_ID,KB주택형,NV주택형,REG_USER_ID
영통동,수원시,경기도,KBA005928,삼익(청명),621,1242,벽산삼익,1804,"95.86㎡/73.79㎡&,109.09㎡/84.96㎡&","면적96(삼익)㎡&,면적96(벽산)㎡&,면적109(삼익)㎡&,면적109(벽산)㎡&",1000000014
영통동,수원시,경기도,KBA000041,한국(황골),476,952,"신명,한국",1812,"79.33㎡/59.95㎡&,82.64㎡/59.99㎡&","면적81A㎡&,면적82B㎡&",1000000015
영통동,수원시,경기도,KBA002488,신명(황골),476,952,"신명,한국",1812,"79.33㎡/59.95㎡&,82.64㎡/59.99㎡&","면적81A㎡&,면적82B㎡&",1000000015
영통동,수원시,경기도,KBA019219,영통e-편한세상,240,230,영통e-편한세상,26008,105.98㎡/84.98㎡&,면적105㎡&,1000000001
영통동,수원시,경기도,KBA002633,신나무실극동,388,776,"극동,풍림",7952,"95.86㎡/75.69㎡&,105.78㎡/84.9㎡&","면적98㎡&,면적108㎡&",1000000015
영통동,수원시,경기도,KBA004136,신안(신나무실),404,1616,"신성,신안,쌍용,진흥",7954,79.33㎡/59.96㎡&,면적80㎡&,1000000015
영통동,수원시,경기도,KBA004695,신성(신나무실),406,1616,"신성,신안,쌍용,진흥",7954,79.33㎡/59.96㎡&,면적80㎡&,1000000015
영통동,수원시,경기도,KBA008139,진흥(신나무실),404,1616,"신성,신안,쌍용,진흥",7954,79.33㎡/59.96㎡&,면적80㎡&,1000000015
영통동,수원시,경기도,KBA010422,쌍용(신나무실),404,1616,"신성,신안,쌍용,진흥",7954,79.33㎡/59.96㎡&,면적80㎡&,1000000015
영화동,수원시,경기도,KBA001024,동성영화타운,180,178,동성영화타운,1798,"79.4㎡/59.84㎡&,83.23㎡/59.84㎡&,102.01㎡/84.97㎡&,112.69㎡/84.92㎡&,161.92㎡/134.88㎡&","면적79㎡&,면적83㎡&,면적102㎡&,면적112㎡&,면적161㎡&",1000000001
율전동,수원시,경기도,KBA011946,벽산블루밍,319,318,벽산블루밍,10732,"105.94A㎡/84.7㎡&,105.78B㎡/84.6㎡&","면적105A㎡&,면적106B㎡&",1000000001
인계동,수원시,경기도,KBA018302,CJ,220,211,씨제이,17215,"68.02㎡/48.13㎡&,79.18㎡/57.04㎡&","면적68㎡&,면적79㎡&",1000000012
인계동,수원시,경기도,KBA000165,전원,240,260,전원,1838,"92.89㎡/75.78㎡&,109.09㎡/84.86㎡&,158.08㎡/131.96㎡&,209.35㎡/174.75㎡&,91.96㎡/76.77㎡&,104.02㎡/84.86㎡&,115.07㎡/93.87㎡&","면적91B㎡&,면적92A㎡&,면적104㎡&,면적115㎡&,면적158㎡&,면적209㎡&",1000000001
인계동,수원시,경기도,KBA018594,래미안노블클래스1단지,1351,892,래미안노블클래스1단지,25771,"85.63㎡/59.99㎡&,114.39㎡/84.99㎡&,142.05㎡/111.05㎡&,155.12㎡/123.35㎡&","면적85㎡&,면적113C㎡&,면적113B㎡&,면적114A㎡&,면적142㎡&,면적155㎡&",1000000001
탑동,수원시,경기도,KBA001862,삼성,300,299,삼성,2713,"85.38㎡/59.98㎡&,106.88㎡/84.87㎡&,161.24㎡/134.5㎡&","면적85㎡&,면적106㎡&,면적161㎡&",1000000001
화서동,수원시,경기도,KBA026240,화서한신휴플러스,195,198,화서한신휴플러스,108025,"94.43㎡/69.51㎡&,109.46㎡/84.98㎡&","면적94A㎡&,면적109C㎡&,면적109A㎡&,면적109D㎡&,면적109B㎡&",1000000001
거모동,시흥시,경기도,KBA005838,녹원,226,220,녹원,3962,114.06㎡/84.99㎡&,면적114㎡&,1000000001
신천동,시흥시,경기도,KBA010993,현대.,100,99,현대,4001,"54.48㎡/41.16㎡&,58.26㎡/44.4㎡&","면적54㎡&,면적58㎡&",1000000003
은행동,시흥시,경기도,KBA002231,동경6차.,73,72,동경6차,1868,"78.1㎡/59.64㎡&,106.05㎡/79.58㎡&,125.52㎡/81.59㎡&","면적78㎡&,면적106㎡&,면적125㎡&",1000000003
은행동,시흥시,경기도,KBA006758,대우.,80,79,대우,25035,51.06㎡/45.56㎡&,"면적51㎡&,면적56㎡&",1000000003
장곡동,시흥시,경기도,KBA007777,진말우성,320,640,"진말대우,우성",2763,"102.47㎡/84.97㎡&,119㎡/99.98㎡&,158.67㎡/134.89㎡&","면적103㎡&,면적105㎡&,면적121B㎡&,면적121A㎡&,면적159A㎡&,면적160B㎡&",1000000015
장곡동,시흥시,경기도,KBA009179,진말대우,320,640,"진말대우,우성",2763,"105.78㎡/84.9㎡&,119㎡/99.95㎡&,158.67㎡/133.98㎡&","면적103㎡&,면적105㎡&,면적121B㎡&,면적121A㎡&,면적159A㎡&,면적160B㎡&",1000000015
장현동,시흥시,경기도,KBA001340,새재마을대동,480,958,"새재마을대동,청구",4012,"79.33A㎡/59.85㎡&,95.86㎡/75.44㎡&,105.78B㎡/84.68㎡&,138.84㎡/114.55㎡&,79.33B㎡/59.96㎡&,105.78A㎡/84.97㎡&,105.78C㎡/84.92㎡&","면적78A㎡&,면적78B㎡&,면적81A㎡&,면적82B㎡&,면적94㎡&,면적98㎡&,면적106C㎡&,면적107A㎡&,면적107B㎡&,면적108㎡&,면적136㎡&,면적140㎡&",1000000015
장현동,시흥시,경기도,KBA003766,새재마을청구,478,958,"새재마을대동,청구",4012,"76.03A㎡/59.91㎡&,92.56㎡/75.06㎡&,105.78㎡/84.91㎡&,135.53㎡/114.99㎡&,76.03B㎡/59.99㎡&","면적78A㎡&,면적78B㎡&,면적81A㎡&,면적82B㎡&,면적94㎡&,면적98㎡&,면적106C㎡&,면적107A㎡&,면적107B㎡&,면적108㎡&,면적136㎡&,면적140㎡&",1000000015
조남동,시흥시,경기도,KBA009388,삼호가든,366,362,삼호,2772,"76.27㎡/59.71㎡&,108.55㎡/84.98㎡&","면적76A㎡&,면적76B㎡&,면적108㎡&",1000000012
조남동,시흥시,경기도,KBA003714,장미.,80,122,장미,2776,66.52㎡/49.68㎡&,"면적55㎡&,면적66㎡&",1000000003
건건동,안산시,경기도,KBA011959,건건e-편한세상,1888,1886,건건e-편한세상,9316,"80.94㎡/59.97㎡&,96.56㎡/70.76㎡&,110.53㎡/84.93㎡&","면적80㎡&,면적96㎡&,면적110A㎡&,면적112B㎡&",1000000001
고잔동,안산시,경기도,KBA008405,대동연립,192,191,대동15차,14820,"68.1㎡/50.94㎡&,71.51㎡/53.49㎡&,74.92㎡/56.04㎡&,78.57㎡/58.77㎡&","면적68㎡&,면적71㎡&,면적74㎡&,면적78㎡&",1000000012
본오동,안산시,경기도,KBA001688,우성(저층),390,1080,우성(에버그린우성),1926,"56.19㎡/45.77㎡&,72.72㎡/59.33㎡&","면적57(저층)㎡&,면적73(저층)㎡&,면적95(고층)㎡&,면적106(고층)㎡&,면적153(고층)㎡&",1000000015
본오동,안산시,경기도,KBA005096,우성(고층),690,1080,우성(에버그린우성),1926,"92.56㎡/75.49㎡&,105.78㎡/84.91㎡&,152.06㎡/127.22㎡&","면적57(저층)㎡&,면적73(저층)㎡&,면적95(고층)㎡&,면적106(고층)㎡&,면적153(고층)㎡&",1000000015
본오동,안산시,경기도,KBA004038,태영(저층),300,672,태영,1928,"76.03㎡/61.93㎡&,92.56㎡/76.87㎡&","면적77㎡&,면적94㎡&,면적106㎡&,면적144㎡&,면적166㎡&",1000000015
본오동,안산시,경기도,KBA010258,태영(고층),372,672,태영,1928,"105.78㎡/84.99㎡&,142.14㎡/120.75㎡&,165.29㎡/140.55㎡&","면적77㎡&,면적94㎡&,면적106㎡&,면적144㎡&,면적166㎡&",1000000015
본오동,안산시,경기도,KBA003462,한양(저층),630,2222,한양,1931,"72.72㎡/58.54㎡&,82.64㎡/68.9㎡&","면적38㎡&,면적58㎡&,면적72㎡&,면적85㎡&,면적88㎡&,면적104㎡&,면적143㎡&,면적183㎡&",1000000015
