법정동코드,법정동명,상위지역코드 ,서열 ,생성일 ,폐지일 ,최종작업일 ,최하지역명, 법정동코드(주민),법정동코드(지적)
2871040026,인천광역시 강화군 교동면 삼선리,,06,,,,삼선리,2871040026,2871040026
2871040027,인천광역시 강화군 교동면 인사리,,07,,,,인사리,2871040027,2871040027
2871040028,인천광역시 강화군 교동면 난정리,,08,,,,난정리,2871040028,2871040028
2871040029,인천광역시 강화군 교동면 양갑리,,09,,,,양갑리,2871040029,2871040029
2871040030,인천광역시 강화군 교동면 동산리,,10,,,,동산리,2871040030,2871040030
2871040031,인천광역시 강화군 교동면 서한리,,11,,,,서한리,2871040031,2871040031
2871040032,인천광역시 강화군 교동면 무학리,,12,,,,무학리,2871040032,2871040032
2871040033,인천광역시 강화군 교동면 지석리,,13,,,,지석리,2871040033,2871040033
2871041000,인천광역시 강화군 삼산면,,12,,,,삼산면,2871041000,2871041000
2871041021,인천광역시 강화군 삼산면 석모리,,01,,,,석모리,2871041021,2871041021
2871041022,인천광역시 강화군 삼산면 상리,,02,,,,상리,2871041022,2871041022
2871041023,인천광역시 강화군 삼산면 하리,,03,,,,하리,2871041023,2871041023
2871041024,인천광역시 강화군 삼산면 석포리,,04,,,,석포리,2871041024,2871041024
2871041025,인천광역시 강화군 삼산면 매음리,,05,,,,매음리,2871041025,2871041025
2871041026,인천광역시 강화군 삼산면 서검리,,06,,,,서검리,2871041026,2871041026
2871041027,인천광역시 강화군 삼산면 미법리,,07,,,,미법리,2871041027,2871041027
2871042000,인천광역시 강화군 서도면,,13,,,,서도면,2871042000,2871042000
2871042021,인천광역시 강화군 서도면 주문도리,,01,,,,주문도리,2871042021,2871042021
2871042022,인천광역시 강화군 서도면 아차도리,,02,,,,아차도리,2871042022,2871042022
2871042023,인천광역시 강화군 서도면 말도리,,03,,,,말도리,2871042023,2871042023
2871042024,인천광역시 강화군 서도면 볼음도리,,04,,,,볼음도리,2871042024,2871042024
2872000000,인천광역시 옹진군,,10,,,,옹진군,2872000000,2872000000
2872031000,인천광역시 옹진군 북도면,,01,,,,북도면,2872031000,2872031000
2872031021,인천광역시 옹진군 북도면 시도리,,01,,,,시도리,2872031021,2872031021
2872031022,인천광역시 옹진군 북도면 신도리,,02,,,,신도리,2872031022,2872031022
2872031023,인천광역시 옹진군 북도면 모도리,,03,,,,모도리,2872031023,2872031023
2872031024,인천광역시 옹진군 북도면 장봉리,,04,,,,장봉리,2872031024,2872031024
2872033000,인천광역시 옹진군 백령면,,03,,,,백령면,2872033000,2872033000
2872033021,인천광역시 옹진군 백령면 진촌리,,01,,,,진촌리,2872033021,2872033021
2872033022,인천광역시 옹진군 백령면 북포리,,02,,,,북포리,2872033022,2872033022
2872033023,인천광역시 옹진군 백령면 가을리,,03,,,,가을리,2872033023,2872033023
2872033024,인천광역시 옹진군 백령면 연화리,,04,,,,연화리,2872033024,2872033024
2872033025,인천광역시 옹진군 백령면 남포리,,05,,,,남포리,2872033025,2872033025
2872034000,인천광역시 옹진군 대청면,,04,,,,대청면,2872034000,2872034000
2872034021,인천광역시 옹진군 대청면 대청리,,01,,,,대청리,2872034021,2872034021
2872034022,인천광역시 옹진군 대청면 소청리,,02,,,,소청리,2872034022,2872034022
2872035000,인천광역시 옹진군 덕적면,,05,,,,덕적면,2872035000,2872035000
2872035021,인천광역시 옹진군 덕적면 북리,,01,,,,북리,2872035021,2872035021
2872035022,인천광역시 옹진군 덕적면 진리,,02,,,,진리,2872035022,2872035022
2872035023,인천광역시 옹진군 덕적면 서포리,,03,,,,서포리,2872035023,2872035023
2872035024,인천광역시 옹진군 덕적면 소야리,,04,,,,소야리,2872035024,2872035024
2872035025,인천광역시 옹진군 덕적면 울도리,,05,,,,울도리,2872035025,2872035025
