법정동코드,법정동명,상위지역코드 ,서열 ,생성일 ,폐지일 ,최종작업일 ,최하지역명, 법정동코드(주민),법정동코드(지적)
4615011600,전라남도 순천시 남정동,,16,,,,남정동,4615011600,4615011600
4615011700,전라남도 순천시 인제동,,17,,,,인제동,4615011700,4615011700
4615011800,전라남도 순천시 저전동,,18,,,,저전동,4615011800,4615011800
4615011900,전라남도 순천시 장천동,,19,,,,장천동,4615011900,4615011900
4615012000,전라남도 순천시 남내동,,20,,,,남내동,4615012000,4615012000
4615012100,전라남도 순천시 중앙동,,21,,,,중앙동,4615012100,4615012100
4615012200,전라남도 순천시 동외동,,22,,,,동외동,4615012200,4615012200
4615012300,전라남도 순천시 교량동,,23,,,,교량동,4615012300,4615012300
4615012400,전라남도 순천시 대룡동,,24,,,,대룡동,4615012400,4615012400
4615012500,전라남도 순천시 홍내동,,25,,,,홍내동,4615012500,4615012500
4615012600,전라남도 순천시 오천동,,26,,,,오천동,4615012600,4615012600
4615012700,전라남도 순천시 덕월동,,27,,,,덕월동,4615012700,4615012700
4615012800,전라남도 순천시 야흥동,,28,,,,야흥동,4615012800,4615012800
4615012900,전라남도 순천시 인월동,,29,,,,인월동,4615012900,4615012900
4615013000,전라남도 순천시 안풍동,,30,,,,안풍동,4615013000,4615013000
4615013100,전라남도 순천시 대대동,,31,,,,대대동,4615013100,4615013100
4615013200,전라남도 순천시 왕지동,,32,,,,왕지동,4615013200,4615013200
4615013300,전라남도 순천시 조례동,,33,,,,조례동,4615013300,4615013300
4615025000,전라남도 순천시 승주읍,,34,,,,승주읍,4615025000,4615025000
4615025021,전라남도 순천시 승주읍 두월리,,01,,,,두월리,4615025021,4615025021
4615025022,전라남도 순천시 승주읍 신전리,,02,,,,신전리,4615025022,4615025022
4615025023,전라남도 순천시 승주읍 유흥리,,03,,,,유흥리,4615025023,4615025023
4615025024,전라남도 순천시 승주읍 봉덕리,,04,,,,봉덕리,4615025024,4615025024
4615025025,전라남도 순천시 승주읍 평중리,,05,,,,평중리,4615025025,4615025025
4615025026,전라남도 순천시 승주읍 구강리,,06,,,,구강리,4615025026,4615025026
4615025027,전라남도 순천시 승주읍 도정리,,07,,,,도정리,4615025027,4615025027
4615025028,전라남도 순천시 승주읍 월계리,,08,,,,월계리,4615025028,4615025028
4615025029,전라남도 순천시 승주읍 서평리,,09,,,,서평리,4615025029,4615025029
4615025030,전라남도 순천시 승주읍 신성리,,10,,,,신성리,4615025030,4615025030
4615025031,전라남도 순천시 승주읍 신학리,,11,,,,신학리,4615025031,4615025031
4615025032,전라남도 순천시 승주읍 죽학리,,12,,,,죽학리,4615025032,4615025032
4615025033,전라남도 순천시 승주읍 유평리,,13,,,,유평리,4615025033,4615025033
4615025034,전라남도 순천시 승주읍 남강리,,14,,,,남강리,4615025034,4615025034
4615031000,전라남도 순천시 해룡면,,35,,,,해룡면,4615031000,4615031000
4615031021,전라남도 순천시 해룡면 복성리,,01,,,,복성리,4615031021,4615031021
4615031022,전라남도 순천시 해룡면 신대리,,02,,,,신대리,4615031022,4615031022
4615031023,전라남도 순천시 해룡면 상삼리,,03,,,,상삼리,4615031023,4615031023
4615031024,전라남도 순천시 해룡면 대안리,,04,,,,대안리,4615031024,4615031024
4615031025,전라남도 순천시 해룡면 남가리,,05,,,,남가리,4615031025,4615031025
4615031026,전라남도 순천시 해룡면 월전리,,06,,,,월전리,4615031026,4615031026
4615031027,전라남도 순천시 해룡면 성산리,,07,,,,성산리,4615031027,4615031027
4615031028,전라남도 순천시 해룡면 선월리,,08,,,,선월리,4615031028,4615031028
4615031029,전라남도 순천시 해룡면 신성리,,09,,,,신성리,4615031029,4615031029
4615031030,전라남도 순천시 해룡면 호두리,,10,,,,호두리,4615031030,4615031030
4615031031,전라남도 순천시 해룡면 용전리,,11,,,,용전리,4615031031,4615031031
4615031032,전라남도 순천시 해룡면 도롱리,,12,,,,도롱리,4615031032,4615031032
4615031033,전라남도 순천시 해룡면 중흥리,,13,,,,중흥리,4615031033,4615031033
4615031034,전라남도 순천시 해룡면 해창리,,14,,,,해창리,4615031034,4615031034
4615031035,전라남도 순천시 해룡면 선학리,,15,,,,선학리,4615031035,4615031035
4615031036,전라남도 순천시 해룡면 농주리,,16,,,,농주리,4615031036,4615031036
4615031037,전라남도 순천시 해룡면 상내리,,17,,,,상내리,4615031037,4615031037
4615031038,전라남도 순천시 해룡면 하사리,,18,,,,하사리,4615031038,4615031038
4615032000,전라남도 순천시 서면,,36,,,,서면,4615032000,4615032000
4615032021,전라남도 순천시 서면 학구리,,01,,,,학구리,4615032021,4615032021
4615032022,전라남도 순천시 서면 대구리,,02,,,,대구리,4615032022,4615032022
4615032023,전라남도 순천시 서면 구만리,,03,,,,구만리,4615032023,4615032023
4615032024,전라남도 순천시 서면 비월리,,04,,,,비월리,4615032024,4615032024
4615032025,전라남도 순천시 서면 동산리,,05,,,,동산리,4615032025,4615032025
4615032026,전라남도 순천시 서면 운평리,,06,,,,운평리,4615032026,4615032026
4615032027,전라남도 순천시 서면 죽평리,,07,,,,죽평리,4615032027,4615032027
4615032028,전라남도 순천시 서면 선평리,,08,,,,선평리,4615032028,4615032028
4615032029,전라남도 순천시 서면 압곡리,,09,,,,압곡리,4615032029,4615032029
4615032030,전라남도 순천시 서면 구상리,,10,,,,구상리,4615032030,4615032030
4615032031,전라남도 순천시 서면 흥대리,,11,,,,흥대리,4615032031,4615032031
4615032032,전라남도 순천시 서면 지본리,,12,,,,지본리,4615032032,4615032032
4615032033,전라남도 순천시 서면 판교리,,13,,,,판교리,4615032033,4615032033
4615032034,전라남도 순천시 서면 청소리,,14,,,,청소리,4615032034,4615032034
4615033000,전라남도 순천시 황전면,,37,,,,황전면,4615033000,4615033000
4615033021,전라남도 순천시 황전면 죽청리,,01,,,,죽청리,4615033021,4615033021
4615033022,전라남도 순천시 황전면 평촌리,,02,,,,평촌리,4615033022,4615033022
4615033023,전라남도 순천시 황전면 수평리,,03,,,,수평리,4615033023,4615033023
4615033024,전라남도 순천시 황전면 괴목리,,04,,,,괴목리,4615033024,4615033024
4615033025,전라남도 순천시 황전면 죽내리,,05,,,,죽내리,4615033025,4615033025
4615033026,전라남도 순천시 황전면 황학리,,06,,,,황학리,4615033026,4615033026
4615033027,전라남도 순천시 황전면 월산리,,07,,,,월산리,4615033027,4615033027
4615033028,전라남도 순천시 황전면 내구리,,08,,,,내구리,4615033028,4615033028
4615033029,전라남도 순천시 황전면 봉덕리,,09,,,,봉덕리,4615033029,4615033029
4615033030,전라남도 순천시 황전면 선변리,,10,,,,선변리,4615033030,4615033030
4615033031,전라남도 순천시 황전면 비촌리,,11,,,,비촌리,4615033031,4615033031
4615033032,전라남도 순천시 황전면 금평리,,12,,,,금평리,4615033032,4615033032
4615033033,전라남도 순천시 황전면 대치리,,13,,,,대치리,4615033033,4615033033
4615033034,전라남도 순천시 황전면 모전리,,14,,,,모전리,4615033034,4615033034
4615033035,전라남도 순천시 황전면 회룡리,,15,,,,회룡리,4615033035,4615033035
4615033036,전라남도 순천시 황전면 덕림리,,16,,,,덕림리,4615033036,4615033036
4615034000,전라남도 순천시 월등면,,38,,,,월등면,4615034000,4615034000
4615034021,전라남도 순천시 월등면 대평리,,01,,,,대평리,4615034021,4615034021
4615034022,전라남도 순천시 월등면 농선리,,02,,,,농선리,4615034022,4615034022
4615034023,전라남도 순천시 월등면 월용리,,03,,,,월용리,4615034023,4615034023
4615034024,전라남도 순천시 월등면 신월리,,04,,,,신월리,4615034024,4615034024
4615034025,전라남도 순천시 월등면 운월리,,05,,,,운월리,4615034025,4615034025
4615034026,전라남도 순천시 월등면 갈평리,,06,,,,갈평리,4615034026,4615034026
4615034027,전라남도 순천시 월등면 송천리,,07,,,,송천리,4615034027,4615034027
4615034028,전라남도 순천시 월등면 망용리,,08,,,,망용리,4615034028,4615034028
4615034029,전라남도 순천시 월등면 계월리,,09,,,,계월리,4615034029,4615034029
4615034030,전라남도 순천시 월등면 월림리,,10,,,,월림리,4615034030,4615034030
4615035000,전라남도 순천시 주암면,,39,,,,주암면,4615035000,4615035000
4615035021,전라남도 순천시 주암면 행정리,,01,,,,행정리,4615035021,4615035021
4615035022,전라남도 순천시 주암면 갈마리,,02,,,,갈마리,4615035022,4615035022
4615035023,전라남도 순천시 주암면 주암리,,03,,,,주암리,4615035023,4615035023
4615035024,전라남도 순천시 주암면 오산리,,04,,,,오산리,4615035024,4615035024
4615035025,전라남도 순천시 주암면 창촌리,,05,,,,창촌리,4615035025,4615035025
4615035026,전라남도 순천시 주암면 복다리,,06,,,,복다리,4615035026,4615035026
4615035028,전라남도 순천시 주암면 요곡리,,07,,,,요곡리,4615035028,4615035028
4615035029,전라남도 순천시 주암면 구산리,,08,,,,구산리,4615035029,4615035029
4615035030,전라남도 순천시 주암면 죽림리,,09,,,,죽림리,4615035030,4615035030
4615035031,전라남도 순천시 주암면 고산리,,10,,,,고산리,4615035031,4615035031
4615035032,전라남도 순천시 주암면 대광리,,11,,,,대광리,4615035032,4615035032
4615035033,전라남도 순천시 주암면 광천리,,12,,,,광천리,4615035033,4615035033
4615035034,전라남도 순천시 주암면 비룡리,,13,,,,비룡리,4615035034,4615035034
4615035035,전라남도 순천시 주암면 한곡리,,14,,,,한곡리,4615035035,4615035035
4615035036,전라남도 순천시 주암면 어왕리,,15,,,,어왕리,4615035036,4615035036
4615035037,전라남도 순천시 주암면 백록리,,16,,,,백록리,4615035037,4615035037
4615035038,전라남도 순천시 주암면 대구리,,17,,,,대구리,4615035038,4615035038
4615035039,전라남도 순천시 주암면 궁각리,,18,,,,궁각리,4615035039,4615035039
4615035040,전라남도 순천시 주암면 운룡리,,19,,,,운룡리,4615035040,4615035040
4615035041,전라남도 순천시 주암면 문길리,,20,,,,문길리,4615035041,4615035041
4615036000,전라남도 순천시 송광면,,40,,,,송광면,4615036000,4615036000
4615036021,전라남도 순천시 송광면 오봉리,,01,,,,오봉리,4615036021,4615036021
4615036022,전라남도 순천시 송광면 신흥리,,02,,,,신흥리,4615036022,4615036022
4615036023,전라남도 순천시 송광면 신평리,,03,,,,신평리,4615036023,4615036023
4615036024,전라남도 순천시 송광면 낙수리,,04,,,,낙수리,4615036024,4615036024
4615036025,전라남도 순천시 송광면 삼청리,,05,,,,삼청리,4615036025,4615036025
4615036026,전라남도 순천시 송광면 후곡리,,06,,,,후곡리,4615036026,4615036026
4615036027,전라남도 순천시 송광면 월산리,,07,,,,월산리,4615036027,4615036027
4615036028,전라남도 순천시 송광면 대곡리,,08,,,,대곡리,4615036028,4615036028
4615036029,전라남도 순천시 송광면 우산리,,09,,,,우산리,4615036029,4615036029
4615036030,전라남도 순천시 송광면 덕산리,,10,,,,덕산리,4615036030,4615036030
4615036031,전라남도 순천시 송광면 봉산리,,11,,,,봉산리,4615036031,4615036031
4615036032,전라남도 순천시 송광면 이읍리,,12,,,,이읍리,4615036032,4615036032
4615036033,전라남도 순천시 송광면 장안리,,13,,,,장안리,4615036033,4615036033
